"ID","Category","Language","Genre","Genre2","Pubdate","Author_Last","Author_First","Work_Title","Translation","PubHouse","Prize","WinnerShortlist","Author_Gender","Author_Nationality","token_count","total_characters","protagonist_concentration","avg_sentence_length","avg_word_length","tuldava_score","event_count","speed_avg","circuitousness","speed_min","volume","goodreads_avg","total_ratings","goodreads_URL","Probability1P"
"2012_Sensoy,Ozlem_IsEveryoneREallyEqual_HIST.txt","NON","English","HIST","",2012,"Sensoy","Ozlem","IsEveryoneREallyEqual","","","","","F","US",103660,52,0.1323251418,24.2252862818,5.0305574404,5.2305294286,188,-2.0801,0.1257,-2.2058,-2.6799,4.08,927,"https://www.goodreads.com/search?q=+Is+Everyone+R+Eally+Equal",0
"2012_Shapiro,BA_TheArtForger_MY.txt","FIC","English","MY","",2012,"Shapiro","BA","TheArtForger","","","","","F","US",123039,56,0.1487783595,14.0905863491,4.0830411789,3.2981853872,4967,-2.2689,0.26283,-2.5317,-3.0302,3.73,82881,"https://www.goodreads.com/search?q=BA+Shapiro+The+Art+Forger",1
"2012_Shawn,Melanie_SweetReunion_ROM.txt","FIC","English","ROM","",2012,"Shawn","Melanie","SweetReunion","","","","","F","US",99335,27,0.2985452245,15.9805341055,4.186152019,3.6325634919,5845,-2.1543,0.30434,-2.4586,-2.9703,3.97,3637,"https://www.goodreads.com/search?q=Melanie+Shawn+Sweet+Reunion",0
"2012_Sheehan,Madeline_Undeniable_ROM.txt","FIC","English","ROM","",2012,"Sheehan","Madeline","Undeniable","","","","","F","US",84478,38,0.1633686148,12.1972278371,3.9789104218,2.9558383901,5572,-2.2319,0.22751,-2.4594,-2.9377,4.03,49120,"https://www.goodreads.com/search?q=Madeline+Sheehan+Undeniable",1
"2012_Shepherd,Mike_KrisLongknife_SF.txt","FIC","English","SF","",2012,"Shepherd","Mike","KrisLongknife","","","","","M","US",137079,71,0.4251030692,13.8128778718,4.1607709349,3.3571300007,6397,-2.3835,0.1366,-2.5201,-3.015,3.89,5620,"https://www.goodreads.com/search?q=Mike+Shepherd+Kris+Longknife",0
"2012_Shiller,RobertJ_FinanceandtheGoodSociety_NF.txt","NON","English","MIX","",2012,"Shiller","RobertJ","FinanceandtheGoodSociety","","","","","M","",112063,22,0.126984127,28.8005654074,4.9771916122,5.7086109865,201,-2.1756,0.083472,-2.2591,-2.7326,3.63,697,"https://www.goodreads.com/search?q=+Financeandthe+Good+Society",0
"2012_Silver,Charlotte_CharlotteAuChocolat_MemoriesofaResta_NF.txt","NON","English","MIX","",2012,"Silver","Charlotte","CharlotteAuChocolat","","","","","F","",59556,28,0.0984340045,19.552199606,4.3026185281,4.0112096473,1909,-2.2905,0.15485,-2.4453,-2.8557,3.23,816,"https://www.goodreads.com/search?q=Charlotte+Silver+Charlotte+Au+Chocolat",1
"2012_Skinner,Jeffrey_The65PracticesofModeratelySuccessful_NF.txt","NON","English","MIX","",2012,"Skinner","Jeffrey","The65PracticesofModeratelySuccessful","","","","","M","",61275,20,0.1950549451,18.3623014684,4.3026877621,4.0411626544,965,-2.1493,0.20235,-2.3516,-2.7719,3.84,73,"https://www.goodreads.com/search?q=+The65+Practicesof+Moderately+Successful",1
"2012_Slattery,BrianFrancis_LostEverything_SF.txt","FIC","English","SF","",2012,"Slattery","BrianFrancis","LostEverything","","","","","M","US",91565,27,0.2739463602,14.0977675135,4.1619781917,3.357015624,5465,-2.3304,0.24411,-2.5745,-3.0364,3.73,1918,"https://www.goodreads.com/search?q=+Lost+Everything",0
"2012_Sloan,Robin_MrPenumbras24Hour_MY.txt","FIC","English","MY","",2012,"Sloan","Robin","MrPenumbras24Hour","","","","","M","US",98656,35,0.2069164265,14.3000434846,4.1687253516,3.3733562732,4157,-2.3165,0.15962,-2.4761,-2.9274,3.73,191274,"https://www.goodreads.com/search?q=+Mr+Penumbras24+Hour",1
"2012_Smith,Daniel_MonkeyMind_NF.txt","NON","English","MIX","",2012,"Smith","Daniel","MonkeyMind","","","","","M","",73821,18,0.1863013699,17.5931839847,4.3891355362,4.0379765295,1696,-2.2199,0.17779,-2.3977,-2.8045,3.25,7647,"https://www.goodreads.com/search?q=Daniel+Smith+Monkey+Mind",1
"2012_Smitherd,Luke_TheStoneMan_SF.txt","FIC","English","SF","",2012,"Smitherd","Luke","TheStoneMan","","","","","M","UK",174440,24,0.3640897756,19.0853391685,4.0875426124,3.7754595919,9571,-2.3511,0.19707,-2.5482,-3.1328,3.68,5061,"https://www.goodreads.com/search?q=Luke+Smitherd+The+Stone+Man",1
"2012_Snicket,Lemony_WhoCouldThatBeAtThisHour_ MG.txt","FIC","English","MID","",2012,"Snicket","Lemony","WhoCouldThatBeAtThisHour","","","","","M","",45987,21,0.2160228898,15.9289920333,4.0429828281,3.4344244732,2554,-2.2025,0.31164,-2.5141,-2.8989,3.83,26516,"https://www.goodreads.com/search?q=Lemony+Snicket+Who+Could+That+Be+At+This+Hour",1
"2012_Snyder,Carrie_TheJulietStories_PW.txt","FIC","English","PW","",2012,"Snyder","Carrie","TheJulietStories","","HouseofAnansiPress","GovernorGeneralLiteraryAwardforfiction","Shortlist","F","Canada",103727,49,0.3773972603,14.7759259259,4.308568235,3.539103182,5159,-2.3073,0.13081,-2.4381,-2.9018,3.63,226,"https://www.goodreads.com/search?q=Carrie+Snyder+The+Juliet+Stories",0
"2012_Sorensen,Jessica_CoincidenceofCallie_BS.txt","FIC","English","BS","",2012,"Jessica","Sorensen","CoincidenceofCallie","","","","","F","US",110206,13,0.3611111111,14.1707599331,3.7886131069,3.0577944827,8548,-2.3502,0.25767,-2.6078,-3.0943,4.17,114103,"https://www.goodreads.com/search?q=+Coincidenceof+Callie",1
"2012_Spalding,Linda_Purchase_PW.txt","FIC","English","PW","",2012,"Spalding","Linda","Purchase","","McClelland&Stewart","GovernorGeneralLiteraryAwardforfiction","Winner","F","Canada",115198,56,0.1536502547,17.6170668298,4.1102137625,3.7423756299,7044,-2.4001,0.16295,-2.563,-3.0499,3.4,2080,"https://www.goodreads.com/search?q=Linda+Spalding+Purchase",0
"2012_Spence,Simon_TheStoneRoses_NF.txt","NON","English","MIX","",2012,"Spence","Simon","TheStoneRoses","","","","","M","",121997,109,0.1845688351,21.3281468531,4.3227333192,4.1845834186,3974,-2.4406,0.1284,-2.569,-3.0488,3.88,362,"https://www.goodreads.com/search?q=Simon+Spence+The+Stone+Roses",0
"2012_Stead,Rebecca_Liar&Spy_MG.txt","FIC","English","MID","",2012,"Stead","Rebecca","LiarAndSpy","","","","","F","",50825,30,0.2631975867,11.8252675663,3.8487596957,2.7855184268,2538,-2.3128,0.22414,-2.537,-2.8924,3.81,25586,"https://www.goodreads.com/search?q=Rebecca+Stead+Liar+And+Spy",1
"2012_Stedman,ML_LightBetweenOceans_BS.txt","FIC","English","BS","",2012,"ML","Stedman","LightBetweenOceans","","","","","F","Australia",130486,62,0.2494172494,14.7225544398,4.0919815943,3.3677431418,6898,-2.312,0.25294,-2.565,-3.0673,4.03,431315,"https://www.goodreads.com/search?q=Stedman+ML+Light+Between+Oceans",0
"2012_Stedman,ML_TheLightBetweenOceans_CT.txt","FIC","English","NYT","",2012,"Stedman","ML","TheLightBetweenOceans","","","","","F","Australia",130486,59,0.2496354622,14.8195343555,4.0911923866,3.3759485442,6898,-2.312,0.25294,-2.565,-3.0673,4.03,431315,"https://www.goodreads.com/search?q=ML+Stedman+The+Light+Between+Oceans",0
"2012_Strayed,Cheryl_TinyBeautifulThings_ME.txt","NON","English","MEM","",2012,"Strayed","Cheryl","TinyBeautifulThings","","","","","F","",112379,20,0.2696629213,18.0094551282,4.0668244354,3.8028854288,1670,-2.2225,0.20493,-2.4274,-2.9391,4.29,77180,"https://www.goodreads.com/search?q=Cheryl+Strayed+Tiny+Beautiful+Things",1
"2012_Strayed,Cheryl_Wild_ME.txt","NON","English","MEM","",2012,"Strayed","Cheryl","Wild","","","","","F","",153737,49,0.0974539069,19.1548716671,3.986913425,3.7185329839,8405,-2.3412,0.19818,-2.5394,-3.0536,4.03,702847,"https://www.goodreads.com/search?q=Cheryl+Strayed+Wild",1
"2012_Suarez,Daniel_KillDecision_SF.txt","FIC","English","SF","",2012,"Suarez","Daniel","KillDecision","","","","","M","US",152759,46,0.2460483149,12.4234710475,4.4607824382,3.4618094775,8406,-2.1719,0.19497,-2.3669,-2.8919,3.97,10994,"https://www.goodreads.com/search?q=Daniel+Suarez+Kill+Decision",0
"2012_Swan,Susan_TheWesternLight_CT.txt","FIC","English","NYT","",2012,"Swan","Susan","TheWesternLight","","","","","F","Canada",97917,66,0.3019760646,15.2780464971,4.1269188563,3.4022960488,5502,-2.264,0.17716,-2.4411,-2.8997,3.5,106,"https://www.goodreads.com/search?q=Susan+Swan+The+Western+Light",1
"2012_Swank,DeniseGrover_TwentyNineandaHalfReasons_MY.txt","FIC","English","MY","",2012,"Swank","DeniseGrover","TwentyNineandaHalfReasons","","","","","F","US",120672,46,0.1800356506,11.5299063635,3.9320190694,2.8952593787,7529,-2.3427,0.19783,-2.5405,-3.0338,4.19,11288,"https://www.goodreads.com/search?q=+Twenty+Nineanda+Half+Reasons",1
"2012_Talbot,David_SeasonoftheWitch_HIST.txt","NON","English","HIST","",2012,"Talbot","David","SeasonoftheWitch","","","","","M","US",176517,205,0.0531822145,21.9085267469,4.6139096757,4.5475197731,5737,-2.2722,0.10827,-2.3805,-2.9296,4.28,5301,"https://www.goodreads.com/search?q=+Seasonofthe+Witch",0
"2012_Thayil,Jeet_Narcopolis_PW.txt","FIC","English","PW","",2012,"Thayil","Jeet","Narcopolis","","Faber&Faber","TheManBookerPrize","Shortlist","M","India",98501,41,0.1437024514,19.0046305229,4.1245646839,3.9320602442,5163,-2.2949,0.15672,-2.4516,-2.9313,3.42,7251,"https://www.goodreads.com/search?q=Jeet+Thayil+Narcopolis",1
"2012_Thuy,Kim_Ru_PW.txt","FIC","English","PW","",2012,"Thuy","Kim","Ru","French","RandomHouse","ScotiabankGillerPrize","Shortlist","F","Canada",27668,8,0.2328767123,24.1010452962,4.3112132802,4.487073713,577,-2.3299,0.088175,-2.418,-2.7939,3.8,16422,"https://www.goodreads.com/search?q=Kim+Thuy+Ru",0.95
"2012_Tough,Paul_HowChildrenSucceed_NF.txt","NON","English","MIX","",2012,"Tough","Paul","HowChildrenSucceed","","","","","M","",90192,69,0.0799396682,28.1498127341,4.6584897014,5.0117230577,1086,-2.19,0.11729,-2.3073,-2.7668,3.89,23245,"https://www.goodreads.com/search?q=Paul+Tough+How+Children+Succeed",0
"2012_TwanEng,Tan_TheGardenofEveningMists_PW.txt","FIC","English","PW","",2012,"TwanEng","Tan","TheGardenofEveningMists","","MyrmidonBooks","TheManBookerPrize","Shortlist","M","Malaysia",152973,59,0.243438914,14.8618478578,4.1529033523,3.5423356183,9846,-2.2213,0.26758,-2.4889,-3.0546,4.12,22173,"https://www.goodreads.com/search?q=+The+Gardenof+Evening+Mists",1
"2012_Unger,Lisa_Heartbroken_MY.txt","FIC","English","MY","",2012,"Unger","Lisa","Heartbroken","","","","","F","US",142372,41,0.1712252613,13.152147806,4.1023344924,3.2593791814,6966,-2.3343,0.19153,-2.5259,-3.0832,3.58,6327,"https://www.goodreads.com/search?q=Lisa+Unger+Heartbroken",0
"2012_Valente,Catherynne_TheGirlWhoFellBeneathFairyland_MG.txt","FIC","English","MID","",2012,"Valente","Catherynne","TheGirlWhoFellBeneathFairyland","","","","","F","",93346,42,0.4745277619,16.5243405913,4.1990873946,3.6306817187,4064,-2.1978,0.2743,-2.4721,-2.9218,4.18,9889,"https://www.goodreads.com/search?q=Catherynne+Valente+The+Girl+Who+Fell+Beneath+Fairyland",0
"2012_Varley,John_SlowApocalypse_SF.txt","FIC","English","SF","",2012,"Varley","John","SlowApocalypse","","","","","M","US",215070,66,0.3169191919,15.1468413269,4.1104031402,3.5351176504,9541,-2.2276,0.25546,-2.4831,-3.1241,3.49,908,"https://www.goodreads.com/search?q=John+Varley+Slow+Apocalypse",0
"2012_Walker,KarenThompson_TheAgeofMiracles_SF.txt","FIC","English","SF","YA",2012,"Walker","KarenThompson","TheAgeofMiracles","","","","","F","US",89241,24,0.2589498807,14.4730781706,4.1993132179,3.4694642166,4955,-2.3366,0.23435,-2.5709,-2.9929,3.66,90274,"https://www.goodreads.com/search?q=+The+Ageof+Miracles",1
"2012_Walling,MichaelG_ForgottenSacrifice_HIST.txt","NON","English","HIST","",2012,"Walling","MichaelG","ForgottenSacrifice","","","","","M","US",122838,96,0.0793933988,22.5929740666,4.6341156437,4.5502017554,6401,-2.2165,0.18875,-2.4053,-2.927,4.04,1172,"https://www.goodreads.com/search?q=+Forgotten+Sacrifice",0.03
"2012_Walter,Jess_BeautifulRuins_BS.txt","FIC","English","BS","",2012,"Jess","Walter","BeautifulRuins","","","","","M","US",145337,75,0.1558816454,16.3263311615,4.2211246772,3.6510496711,6975,-2.2486,0.13942,-2.388,-2.9266,3.68,168073,"https://www.goodreads.com/search?q=Walter+Jess+Beautiful+Ruins",0
"2012_Wangersky,Russell_WhirlAwayStories_PW.txt","FIC","English","PW","",2012,"Wangersky","Russell","WhirlAwayStories","","ThomasAllen","ScotiabankGillerPrize","Shortlist","M","Canada",64534,22,0.1564327485,24.5189969605,4.1259345465,4.2059700611,2366,-2.39,0.1274,-2.5174,-2.9021,4,1,"https://www.goodreads.com/search?q=+Whirl+Away+Stories",1
"2012_Weber,David_ARisingThunder_SF.txt","FIC","English","SF","",2012,"Weber","David","ARisingThunder","","","","","M","US",198722,183,0.0694503622,21.1473874641,4.5205058384,4.4124613004,5769,-2.2924,0.19394,-2.4863,-3.0899,4.1,8882,"https://www.goodreads.com/search?q=David+Weber+A+Rising+Thunder",0
"2012_Weird,Theresa_TheManWhoLeft_ME.txt","NON","English","MEM","",2012,"Weird","Theresa","TheManWhoLeft","","","","","F","",69839,21,0.273006135,13.3739946381,3.9553744992,3.194878543,3055,-2.3208,0.14368,-2.4645,-2.8875,4.11,25942,"https://www.goodreads.com/search?q=+The+Man+Who+Left",1
"2012_Whitney,Craig_LivingwithGuns_NF.txt","NON","English","MIX","",2012,"Whitney","Craig","LivingWithGuns","","","","","M","",94960,45,0.0771929825,36.2581137839,4.7469189086,5.5946385971,1262,-2.2805,0.11324,-2.3937,-2.8378,3.34,109,"https://www.goodreads.com/search?q=Craig+Whitney+Living+With+Guns",0
"2012_Williams,WalterJon_TheFourthWall_SF.txt","FIC","English","SF","",2012,"Williams","WalterJon","TheFourthWall","","","","","M","US",152292,72,0.1482090043,14.9276612429,4.0623617311,3.3906598858,7105,-2.2419,0.23446,-2.4764,-2.996,4.37,924,"https://www.goodreads.com/search?q=+The+Fourth+Wall",1
"2012_Young,Neil_WagingHeavyPeace_NF.txt","NON","English","MIX","",2012,"Young","Neil","WagingHeavyPeace","","","","","M","",132554,105,0.0674562307,16.5899874844,4.0766081269,3.717441779,3527,-2.2735,0.21225,-2.4857,-3.0172,3.59,10114,"https://www.goodreads.com/search?q=Neil+Young+Waging+Heavy+Peace",1
"2013_Aguirre,AA_BronzeGods_SF.txt","FIC","English","SF","",2013,"Aguirre","AA","BronzeGods","","","","","F","US",138804,43,0.2836176121,13.4317785949,4.2929806003,3.4283788481,7849,-2.3927,0.21526,-2.6079,-3.1154,3.68,2037,"https://www.goodreads.com/search?q=AA+Aguirre+Bronze+Gods",0
"2013_Albom,Mitch_FirstPhoneCall_BS.txt","FIC","English","BS","",2013,"Mitch","Albom","FirstPhoneCall","","","","","M","US",89977,59,0.173260573,11.2288780731,4.255139506,3.0499748719,5054,-2.3668,0.18384,-2.5506,-2.9864,3.77,59776,"https://www.goodreads.com/search?q=Albom+Mitch+First+Phone+Call",0
"2013_AlireSaenz,Benjamin_EverythingBeginsandEndsattheKentucky_PW.txt","FIC","English","PW","",2013,"AlireSaenz","Benjamin","EverythingBeginsandEndsattheKentucky","","CincoPuntosPress","PEN/FaulknerAwardforFiction","Winner","M","US",76597,34,0.1119081779,10.244349338,3.7690885801,2.6087651104,4004,-2.3413,0.12653,-2.4678,-2.8948,4.19,1912,"https://www.goodreads.com/search?q=+Everything+Beginsand+Endsatthe+Kentucky",1
"2013_AmandaLindhout_SaraCorbett_AHouseintheSky_ME.txt","NON","English","MEM","",2013,"Lindhout","Amanda","AHouseintheSky","","","","","F","",154392,54,0.2687891441,17.5206536541,4.2297579945,3.8532261747,7671,-2.3482,0.17148,-2.5197,-3.0516,4.23,56759,"https://www.goodreads.com/search?q=+A+Houseinthe+Sky",1
"2013_Ambrose,Stephen_UndauntedCourage_HIST.txt","NON","English","HIST","",2013,"Ambrose","Stephen","UndauntedCourage","","","","","M","US",259491,157,0.3471980741,23.4961064832,4.5545477596,4.642211924,8061,-2.3448,0.14027,-2.485,-3.172,4.18,57787,"https://www.goodreads.com/search?q=Stephen+Ambrose+Undaunted+Courage",0
"2013_Anderson,Scott_LawrenceinArabia_NF.txt","NON","English","MIX","",2013,"Anderson","Scott","LawrenceinArabia","","","","","M","",260566,122,0.2135633551,32.2163699308,4.7493323638,5.4449459418,6464,-2.3586,0.20082,-2.5594,-3.2326,4.03,15204,"https://www.goodreads.com/search?q=+Lawrencein+Arabia",0
"2013_Angelini,Jude_Hyena_ME.txt","NON","English","MEM","",2013,"Angelini","Jude","Hyena","","","","","M","",50328,22,0.1833333333,13.2476967623,3.7045632519,2.8588911557,2467,-2.3383,0.15193,-2.4902,-2.8687,4.09,1447,"https://www.goodreads.com/search?q=Jude+Angelini+Hyena",1
"2013_Armstrong,KL_LokisWolves_MG.txt","FIC","English","MID","",2013,"Armstrong","KL","LokisWolves","","","","","F","",93356,46,0.2963340122,12.3503108877,4.0258306962,2.9967912123,6000,-2.2473,0.17915,-2.4264,-2.8981,3.87,8351,"https://www.goodreads.com/search?q=KL+Armstrong+Lokis+Wolves",0
"2013_Ashby,Madeline_iD_SF.txt","FIC","English","SF","",2013,"Ashby","Madeline","iD","","","","","F","US/Canada",109597,42,0.3598372781,10.8954170395,4.1621504592,2.9884372925,5508,-2.2959,0.20803,-2.5039,-2.9748,3.63,670,"https://www.goodreads.com/search?q=Madeline+Ashby+i+D",0
"2013_Asher,Neal_JupiterWar_SF.txt","FIC","English","SF","",2013,"Asher","Neal","JupiterWar","","","","","M","UK",165663,53,0.195680458,20.8643576826,4.5133772178,4.4489627069,9182,-2.3251,0.24111,-2.5662,-3.1087,4.12,2663,"https://www.goodreads.com/search?q=Neal+Asher+Jupiter+War",0
"2013_Asher,Neal_TheDeparture_SF.txt","FIC","English","SF","",2013,"Asher","Neal","TheDeparture","","","","","M","UK",178804,36,0.3233468286,20.4020994979,4.5854035134,4.452806868,10647,-2.3161,0.2148,-2.5309,-3.1034,3.85,4317,"https://www.goodreads.com/search?q=Neal+Asher+The+Departure",0
"2013_Aslan,Reza_Zealot_HIST.txt","NON","English","HIST","",2013,"Aslan","Reza","Zealot","","","","","M","Iran/US",113992,96,0.2536782155,28.8076825878,4.6520529304,5.0984115537,1380,-2.2599,0.10397,-2.3639,-2.8704,3.84,66735,"https://www.goodreads.com/search?q=Reza+Aslan+Zealot",0
"2013_Atkinson,Kate_LifeAfterLife_BS.txt","FIC","English","BS","",2013,"Kate","Atkinson","LifeAfterLife","","","","","F","UK",173859,113,0.2155963303,16.4421221865,4.2957329216,3.7310867696,8850,-2.3944,0.1712,-2.5656,-3.0856,3.77,214131,"https://www.goodreads.com/search?q=Atkinson+Kate+Life+After+Life",0
"2013_Atkinson,Rick_TheGunsatLastLight_HIST.txt","NON","English","HIST","",2013,"Atkinson","Rick","TheGunsatLastLight","","","","","M","US",324047,159,0.1131928181,25.3102397875,4.8618281005,4.9399027111,12015,-2.245,0.24116,-2.4861,-3.2249,4.44,8706,"https://www.goodreads.com/search?q=+The+Gunsat+Last+Light",0
"2013_Atwood,Margaret_MaddAddam_CT.txt","FIC","English","NYT","",2013,"Atwood","Margaret","MaddAddam","","","","","F","Canada",150067,57,0.3730103806,14.5597166974,4.1602353999,3.4193575874,4938,-2.2316,0.22438,-2.4559,-2.9739,4,70189,"https://www.goodreads.com/search?q=+Madd+Addam",0
"2013_Baker,Kevin_TheBigCrowd_CT.txt","FIC","English","NYT","",2013,"Baker","Kevin","TheBigCrowd","","","","","M","US",205209,88,0.2867734992,16.8757401316,4.1210731965,3.5785054012,9976,-2.3228,0.23718,-2.56,-3.1603,3.18,240,"https://www.goodreads.com/search?q=Kevin+Baker+The+Big+Crowd",0
"2013_Baker,Nicholson_TravellingSprinkler_CT.txt","FIC","English","NYT","",2013,"Baker","Nicholson","TravellingSprinkler","","","","","M","US",79385,39,0.2022116904,16.0568365696,4.0894276453,3.5227418817,3001,-2.2302,0.20762,-2.4378,-2.8606,3.69,982,"https://www.goodreads.com/search?q=Nicholson+Baker+Travelling+Sprinkler",1
"2013_Baldacci,David_KingandMaxwell_BS.txt","FIC","English","BS","",2013,"David","Baldacci","KingandMaxwell","","","","","M","US",153208,44,0.2350802139,11.7033076159,4.0734099916,3.0221484863,8096,-2.1942,0.32388,-2.5181,-3.0769,4.17,47741,"https://www.goodreads.com/search?q=+Kingand+Maxwell",0
"2013_Baldacci,David_TheHit_BS.txt","FIC","English","BS","",2013,"David","Baldacci","TheHit","","","","","M","US",145916,35,0.3562126967,11.7126344518,4.141137429,3.1454720089,6945,-2.1498,0.31126,-2.461,-3.0252,4.13,62017,"https://www.goodreads.com/search?q=Baldacci+David+The+Hit",0
"2013_Barry,Max_Lexicon_SF.txt","FIC","English","SF","",2013,"Barry","Max","Lexicon","","","","","M","Australia",145523,35,0.2950879765,10.4145852716,4.1382529105,2.8803058788,8735,-2.171,0.2687,-2.4397,-2.995,3.92,35604,"https://www.goodreads.com/search?q=Max+Barry+Lexicon",0
"2013_Bass,Gary_TheBloodTelegram_NF.txt","NON","English","MIX","",2013,"Bass","Gary","TheBloodTelegram","","","","","M","",168505,94,0.1970724741,24.2209285612,4.8570955844,4.9877707391,4935,-2.2854,0.17902,-2.4645,-3.0364,4.34,2001,"https://www.goodreads.com/search?q=Gary+Bass+The+Blood+Telegram",0
"2013_Baxter,Stephen_Proxima_SF.txt","FIC","English","SF","",2013,"Baxter","Stephen","Proxima","","","","","M","UK",179514,62,0.2187789084,14.8653527658,4.3417912177,3.6604967227,6939,-2.2419,0.22752,-2.4694,-3.0277,3.8,6216,"https://www.goodreads.com/search?q=Stephen+Baxter+Proxima",0
"2013_Bazelon,Emily_SticksandStones_NF.txt","NON","English","MIX","",2013,"Bazelon","Emily","SticksandStones","","","","","F","",129007,107,0.1076345432,21.4940019993,4.4479357716,4.316118254,3482,-2.1477,0.2043,-2.352,-2.894,4.37,13596,"https://www.goodreads.com/search?q=+Sticksand+Stones",0.99
"2013_Beck,Glenn_MiraclesandMassacres_HIST.txt","NON","English","HIST","",2013,"Beck","Glenn","MiraclesandMassacres","","","","","M","US",100513,103,0.049047426,17.7930607187,4.5329160195,4.1312784261,4622,-2.2877,0.079315,-2.367,-2.7857,4.08,2538,"https://www.goodreads.com/search?q=+Miraclesand+Massacres",0
"2013_Bering,Jesse_PervTheSexualDeviantinAllofUs_NF.txt","NON","English","MIX","",2013,"Bering","Jesse","PervTheSexualDeviantinAllofUs","","","","","M","",86662,33,0.091954023,30.9396644056,4.7481868445,5.4659811977,577,-2.2269,0.14622,-2.3732,-2.803,3.73,2892,"https://www.goodreads.com/search?q=+Perv+The+Sexual+Deviantin+Allof+Us",0.01
"2013_Berne,Suzanne_TheDogsOfLittlefield_CT.txt","FIC","English","NYT","",2013,"Berne","Suzanne","TheDogsofLittlefield","","Simon&Schuster","","","F","",89308,50,0.1401515152,16.8664778093,4.3874283587,3.8693915192,5084,-2.3302,0.14128,-2.4715,-2.915,2.86,1048,"https://www.goodreads.com/search?q=+The+Dogsof+Littlefield",0
"2013_Beukes,Lauren_TheShiningGirls_MY.txt","FIC","English","SF","",2013,"Beukes","Lauren","TheShiningGirls","","","","","F","SouthAfrica",118429,48,0.1984517945,13.0471521428,4.1414181537,3.2407918693,5598,-2.2328,0.27275,-2.5055,-3.0087,3.55,45076,"https://www.goodreads.com/search?q=Lauren+Beukes+The+Shining+Girls",0
"2013_Bick,IlsaJ_Monsters_SF.txt","FIC","English","SF","YA",2013,"Bick","IlsaJ","Monsters","","","","","F","US",251785,77,0.1062143751,13.9966090389,4.0691377472,3.2109592703,16050,-2.2467,0.23668,-2.4834,-3.1467,4.24,929463,"https://www.goodreads.com/search?q=+Monsters",0
"2013_Black,Holly_DollBones_MG.txt","FIC","English","MID","",2013,"Black","Holly","DollBones","","","","","F","",59250,16,0.3181542198,14.7461423594,4.0727441448,3.3660229307,3373,-2.2389,0.24562,-2.4845,-2.8937,3.68,27245,"https://www.goodreads.com/search?q=Holly+Black+Doll+Bones",0
"2013_Bock,Dennis_GoingHomeAgain_PW.txt","FIC","English","PW","",2013,"Bock","Dennis","GoingHomeAgain","","HarperCollins","ScotiabankGillerPrize","Shortlist","M","Canada",80512,23,0.1442048518,17.4306126867,4.0776806351,3.6635467826,4164,-2.4115,0.19471,-2.6062,-3.0302,3.27,483,"https://www.goodreads.com/search?q=Dennis+Bock+Going+Home+Again",1
"2013_BolzWeber,Nadia_Pastrix_ME.txt","NON","English","MEM","",2013,"BolzWeber","Nadia","Pastrix","","","","","F","",59604,32,0.3024017467,22.1741071429,4.1685964309,4.1602954706,1422,-2.3335,0.10609,-2.4396,-2.8487,4.29,12967,"https://www.goodreads.com/search?q=+Pastrix",1
"2013_Bonert,Kenneth_LionSeeker_PW.txt","FIC","English","PW","",2013,"Bonert","Kenneth","LionSeeker","","AlfredA.Knopf","GovernorGeneralLiteraryAwardforfiction","Shortlist","M","SouthAfrica/Canada",202419,104,0.4090724166,12.9606223588,4.0677913789,3.1810999359,10702,-2.1822,0.3011,-2.4833,-3.1134,3.68,721,"https://www.goodreads.com/search?q=Kenneth+Bonert+Lion+Seeker",1
"2013_Boot,Max_AnEpicHistoryof_HIST.txt","NON","English","HIST","",2013,"Boot","Max","AnEpicHistoryof","","","","","M","US",234037,152,0.0473452824,27.7821699905,4.9132107549,5.296660637,3408,-2.286,0.11301,-2.399,-3.0161,5,5,"https://www.goodreads.com/search?q=+An+Epic+Historyof",0
"2013_Bova,Ben_NewEarth_SF.txt","FIC","English","SF","",2013,"Bova","Ben","NewEarth","","","","","M","US",119919,35,0.3062848051,12.8283055199,4.3983630968,3.3447242391,7184,-2.285,0.17452,-2.4596,-2.9464,3.38,1808,"https://www.goodreads.com/search?q=Ben+Bova+New+Earth",0
"2013_Boyden,Joseph_Orenda_PW.txt","FIC","English","PW","",2013,"Boyden","Joseph","Orenda","","HamishHamilton","GovernorGeneralLiteraryAwardforfiction","Shortlist","M","Canada",193481,43,0.1306376361,17.0182953646,3.9541582369,3.4760005956,12103,-2.2956,0.23743,-2.533,-3.168,4.22,17182,"https://www.goodreads.com/search?q=Joseph+Boyden+Orenda",1
"2013_Boyden,Joseph_TheOrenda_CT.txt","FIC","English","NYT","",2013,"Boyden","Joseph","TheOrenda","","","","","M","Canada",193480,42,0.1321274086,17.0182074061,3.954175972,3.4760136904,12103,-2.2956,0.23743,-2.533,-3.168,4.22,17182,"https://www.goodreads.com/search?q=Joseph+Boyden+The+Orenda",1
"2013_Brosh,Allie_HyperboleandaHalf_ME.txt","NON","English","MEM","",2013,"Brosh","Allie","HyperboleandaHalf","","","","","F","",26790,2,0.6666666667,18.5654885655,4.1998488221,3.9969838804,678,-2.1025,0.15232,-2.2548,-2.6442,4.15,196662,"https://www.goodreads.com/search?q=+Hyperboleanda+Half",1
